FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
132050					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N28 first reported (other disorders of kidney and ureter, not elsewhere classified)"	Date
132051		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N28 (other disorders of kidney and ureter, not elsewhere classified)"	Categorical single
132052					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N29 first reported (other disorders of kidney and ureter in diseases classified elsewhere)	Date
132053		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N29 (other disorders of kidney and ureter in diseases classified elsewhere)	Categorical single
132054					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N30 first reported (cystitis)	Date
132055		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N30 (cystitis)	Categorical single
132056					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N31 first reported (neuromuscular dysfunction of bladder, not elsewhere classified)"	Date
132057		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N31 (neuromuscular dysfunction of bladder, not elsewhere classified)"	Categorical single
132058					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N32 first reported (other disorders of bladder)	Date
132059		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N32 (other disorders of bladder)	Categorical single
132060					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N33 first reported (bladder disorders in diseases classified elsewhere)	Date
132061		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N33 (bladder disorders in diseases classified elsewhere)	Categorical single
132062					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N34 first reported (urethritis and urethral syndrome)	Date
132063		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N34 (urethritis and urethral syndrome)	Categorical single
132064					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N35 first reported (urethral stricture)	Date
132065		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N35 (urethral stricture)	Categorical single
132066					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N36 first reported (other disorders of urethra)	Date
132067		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N36 (other disorders of urethra)	Categorical single
132068					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N37 first reported (urethral disorders in diseases classified elsewhere)	Date
132069		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N37 (urethral disorders in diseases classified elsewhere)	Categorical single
132070					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N39 first reported (other disorders of urinary system)	Date
132071		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N39 (other disorders of urinary system)	Categorical single
132072					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N40 first reported (hyperplasia of prostate)	Date
132073		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N40 (hyperplasia of prostate)	Categorical single
132074					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N41 first reported (inflammatory diseases of prostate)	Date
132075		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N41 (inflammatory diseases of prostate)	Categorical single
132076					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N42 first reported (other disorders of prostate)	Date
132077		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N42 (other disorders of prostate)	Categorical single
132078					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N43 first reported (hydrocele and spermatocele)	Date
132079		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N43 (hydrocele and spermatocele)	Categorical single
132080					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N44 first reported (torsion of testis)	Date
132081		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N44 (torsion of testis)	Categorical single
132082					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N45 first reported (orchitis and epididymitis)	Date
132083		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N45 (orchitis and epididymitis)	Categorical single
132084					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N46 first reported (male infertility)	Date
132085		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N46 (male infertility)	Categorical single
132086					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N47 first reported (redundant prepuce, phimosis and paraphimosis)"	Date
132087		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N47 (redundant prepuce, phimosis and paraphimosis)"	Categorical single
132088					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N48 first reported (other disorders of penis)	Date
132089		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N48 (other disorders of penis)	Categorical single
132090					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Date N49 first reported (inflammatory disorders of male genital organs, not elsewhere classified)"	Date
132091		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	"Source of report of N49 (inflammatory disorders of male genital organs, not elsewhere classified)"	Categorical single
132092					BINARY		Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Date N50 first reported (other disorders of male genital organs)	Date
132093		YES-PROCESSING					Health-related outcomes > First occurrences > Genitourinary system disorders	2414	Source of report of N50 (other disorders of male genital organs)	Categorical single
