coding	meaning
1141185444	disogram sr 60mg m/r capsule
1141185448	relpax 20mg tablet
1141185460	teril retard 200mg m/r tablet
1141185480	ispagel 3.5g/sachet s/f powder
1141185986	cetraben emollient cream
1141186022	painex caplet
1141186082	bexarotene
1141186084	targretin 75mg capsule
1141186100	canesten complete cream
1141186108	monigen xl 60mg m/r tablet
1141186178	epivir 300mg tablet
1141186226	cetirocol 10mg tablet
1141186288	clearsore aciclovir 5% cream
1141186560	merional 75iu injection (pdr for recon)+solvent
1141186640	vantage antihistamine 4mg tablet
1141186674	bosentan
1141186718	vantage expectorant and decongestant cough syrup
1141186748	benquil 250micrograms tablet
1141186750	biotene oralbalance oral gel
1141186776	tracleer 62.5mg tablet
1141186792	viraferonpeg 50mcg pdr+solv for soln for inj prefilled pen
1141186794	viraferonpeg 80mcg pdr+solv for soln for inj prefilled pen
1141186796	viraferonpeg 100mcg pdr+solv for soln for inj prefilled pen
1141186800	viraferonpeg 120mcg pdr+solv for soln for inj prefilled pen
1141186802	viraferonpeg 150mcg pdr+solv for soln for inj prefilled pen
1141186808	vantage dry cough syrup 5mg/5ml syrup
1141186826	ertapenem
1141186830	invanz 1g i-v infusion (pdr for recon)
1141186834	oseltamivir
1141186892	tamiflu 75mg capsule
1141186894	tamiflu 12mg/ml oral suspension
1141186902	bioxtra oral gel
1141186914	zovirax double strength 400mg/5ml suspension
1141186960	pimecrolimus
1141187048	rapranol sr 80mg m/r capsule
1141187056	ranvera mr 240mg m/r tablet
1141187060	omeran 10mg e/c tablet
1141187094	cabren 2.5mg m/r tablet
1141187100	moxifloxacin
1141187104	avelox 400mg tablet
1141187230	care cetirizine hayfever relief 10mg tablet
1141187280	acea 0.75% gel
1141187286	thyrotropin alfa
1141187290	thyrogen 0.9mg powder for injection solution vial
1141187304	codipar caplet
1141187336	elidel 1% cream
1141187338	elidel 10mg/g cream
1141187362	malarone paediatric tablet
1141187440	amyben 100mg tablet
1141187568	sustiva 600mg tablet
1141187764	promixin 1million units injection (pdr for recon)
1141187768	colistimethate sodium 1million iu powder for nebulisation
1141187770	promixin 1million iu powder for nebulisation
1141187774	vera-til sr 120mg m/r tablet
1141187776	nurofen 200mg tablet
1141187780	vivacor 5mg tablet
1141187788	telmisartan+hydrochlorothiazide 40mg/12.5mg tablet
1141187790	micardisplus 40mg/12.5mg tablet
1141187810	tadalafil
1141187814	cialis 10mg tablet
1141187818	cialis 20mg tablet
1141187902	fenox 0.5% nasal spray
1141187962	kentipine mr 10mg m/r tablet
1141187992	canesten oasis 4.4g/sachet powder
1141187998	karvol decongestant drops
1141188000	nasciodine cream
1141188146	simvador 10mg tablet
1141188152	felotens xl 5mg m/r tablet
1141188180	beechams all in one syrup
1141188196	ridaura tiltab 3mg tablet
1141188210	berocca effervescent tablet
1141188224	hydrex ds spray
1141188230	hydrex hs spray
1141188334	benylin four flu oral liquid
1141188336	benylin four flu tablet
1141188408	tritace 1.25mg tablet
1141188426	gavilast-p 75mg tablet
1141188442	glucosamine product
1141188452	cancidas 50mg infusion concentrate (pdr for recon)
1141188456	cancidas 70mg infusion concentrate (pdr for recon)
1141188464	robitussin soft pastilles for dry cough 7.5mg pastille
1141188500	paracetamol+pseudoephedrine hydrochloride
1141188502	pollenase 50micrograms nasal spray
1141188504	pollenase allergy 2% eye drops
1141188512	non-drowsy sinutab tablet
1141188516	anadin paracetamol 500mg tablet
1141188522	feminax tablet
1141188524	niquitin cq 2mg mint lozenge
1141188526	niquitin cq 4mg mint lozenge
1141188530	crampex tablet
1141188536	phensic tablet
1141188546	niaspan 500mg m/r tablet
1141188576	felogen xl 5mg m/r tablet
1141188588	adalimumab
1141188594	humira 40mg injection solution 0.8ml prefilled syringe
1141188600	benylin day & night tablet
1141188636	diuril 250mg/5ml oral suspension
1141188640	avonex 6million iu/0.5ml prefilled syringe
1141188642	avonex 30micrograms/0.5ml prefilled syringe
1141188652	phorpain 5% gel
1141188658	asacol mr 400mg e/c tablet
1141188672	sea-legs 12.5mg tablet
1141188674	carglumic acid
1141188676	carglutamic acid
1141188730	phasonit la50 50mg m/r capsule
1141188738	carbaglu 200mg dispersible tablet
1141188754	zamadol melt 50mg oro-dispersible tablet
1141188762	benzoyl peroxide+clindamycin
1141188766	duac once daily gel
1141188780	six plus parapaed paracetamol 250mg/5ml s/f oral suspension
1141188784	junior parapaed paracetamol 120mg/5ml s/f oral suspension
1141188790	peptobismol 1.752% suspension
1141188794	teriparatide
1141188798	forsteo 250mcg/ml injection solution 3ml prefilled pen
1141188828	vicks vaposyrup for dry coughs syrup
1141188834	vicks medinite syrup
1141188836	felendil xl 5mg m/r tablet
1141188880	presinex 10micrograms nasal spray
1141188900	sulazine ec 500mg e/c tablet
1141188920	keloc sr 5mg m/r tablet
1141188928	care pholcodine 5mg/5ml s/f oral liquid
1141188936	hypolar retard 10mg m/r tablet
1141188962	benylin cough & congestion syrup
1141189008	solpadeine plus capsule
1141189010	solpadeine plus tablet
1141189040	brolene cool eyes eye drops
1141189044	synastone 50mg/2ml injection
1141189048	synastone 50mg/1ml injection
1141189054	bemiparin
1141189064	solpadeine plus soluble effervescent tablet
1141189066	solpadeine headache tablet
1141189068	solpadeine headache soluble tablet
1141189090	rosiglitazone 1mg / metformin 500mg tablet
1141189094	avandamet 1mg / 500mg tablet
1141189132	levodopa+careldopa+entacapone
1141189134	stalevo 50mg / 12.5mg / 200mg tablet
1141189210	zibor 2,500iu/0.2ml injection solution prefilled syringe
1141189212	zibor 12,500iu/ml injection solution 0.2ml prefilled syringe
1141189252	optrex sore eyes eye drops
1141189254	rebif 22micrograms/0.5ml prefilled syringe
1141189256	rebif 44micrograms/0.5ml prefilled syringe
1141189380	emtricitabine
1141189384	emtriva 200mg capsule
1141189390	mesren mr 400mg m/r tablet
1141189398	pulmo bailly oral liquid
1141189464	exe-cort hydrocortisone 1% cream
1141189572	nasivin 0.05% nasal spray
1141189598	adult meltus dry coughs with congestion oral liquid
1141189602	non-drowsy sudafed linctus oral liquid
1141189606	eumobase cream
1141189626	liquivisc 0.25% eye gel
1141189662	abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet
1141189678	ultramol tablet
1141189680	ultramol capsule
1141189692	epinastine
1141189696	relestat 0.5mg/ml eye drops
1141189772	gonapeptyl depot 3.75mg inj (pdr for recon)+solv p/f syringe
1141189776	monomil xl 60mg m/r tablet
1141189852	decapeptyl sr 3mg injection (pdr for recon)+diluent
1141189862	aprepitant
1141189868	emend 80mg capsule
1141190006	propain plus caplet
1141190152	dymotil tablet
1141190158	cipralex 5mg tablet
1141190160	vascalpha 5mg m/r tablet
1141190244	rhinolast 0.1% nasal spray
1141190298	lamisil at 1% gel
1141190482	fluconazole 150mg capsule + clotrimazole 2% cream
1141190484	canesten oral & cream duo
1141190530	non-drowsy sudafed decongestant elixir 30mg/5ml oral liquid
1141190534	bondronat 50mg tablet
1141190548	valni 20 retard 20mg m/r tablet
1141190552	zanprol 10mg e/c tablet
1141190554	atazanavir
1141190558	atazanavir 200mg capsule
1141190560	atazanavir 150mg capsule
1141190566	reyataz 200mg capsule
1141190570	reyataz 150mg capsule
1141190580	conjugated oestrogens 0.3mg / medroxyprogesterone 1.5mg tab
1141190642	germoloids cream
1141190644	valdic 75 retard 75mg m/r tablet
1141190656	kapake 30/500 effervescent tablet
1141190734	fulvestrant
1141190736	faslodex 50mg/ml solution for injection 5ml p/f syringe
1141190776	gentamicin 80mg/50ml intravenous infusion
1141190802	nutropinaq 10mg(30iu)/2ml injection cartridge
1141190854	epinephrine eye drops
1141190934	caralpha 10/12.5mg tablet
1141190952	cuprofen plus tablet
1141190956	paracetamol+tramadol
1141190960	tramacet 325mg/37.5mg tablet
1141191010	sebomin mr 100mg m/r capsule
1141191028	econac sr 75mg tablet
1141191044	levothyroxine sodium
1141191184	nylax with senna 7.5mg tablet
1141191194	witch hazel product
1141191198	optrex eye drops
1141191240	aveeno colloidal baby bath additive
1141191312	calfovit d3 powder for oral suspension
1141191716	nicam 4% topical gel
1141191740	copegus 200mg tablet
1141191742	calprofen 100mg/5ml s/f oral suspension
1141191748	respiratory mometasone
1141191774	optrex allergy eye drops
1141191776	hamamelis water product
1141191818	asmanex twisthaler 200mcg breath-actuated dry powder inhaler
1141191980	eumon 40 xl m/r tablet
1141192000	dutasteride
1141192004	avodart 500micrograms capsule
1141192042	kerymax 250mg e/c granules in capsule
1141192064	trangina xl 60mg m/r tablet
1141192070	roferon-a 18million iu/0.5ml prefilled syringe
1141192154	metrosa 0.75% gel
1141192248	vardenafil
1141192256	levitra 5mg tablet
1141192258	levitra 10mg tablet
1141192260	levitra 20mg tablet
1141192286	aller-eze 0.05% eye drops
1141192298	olopatadine
1141192302	opatanol 1mg/ml eye drops
1141192310	traveleeze soft and chewy 12.5mg pastille
1141192340	silver sulfadiazine
1141192344	cyproterone acetate+ethinylestradiol
1141192360	canesten fluconazole 150mg capsule
1141192364	carmil xl 60mg m/r tablet
1141192378	ketopine 2% shampoo
1141192410	rosuvastatin
1141192414	crestor 10mg tablet
1141192440	piperazine estrone sulphate
1141192466	methyl aminolevulinate
1141192524	metvix 160mg/g cream
1141192526	metvix 16% cream
1141192638	sebco ointment
1141192666	frovatriptan
1141192670	migard 2.5mg tablet
1141192718	galpharm non-drowsy allergy relief 10mg tablet
1141192736	ezetimibe
1141192740	ezetrol 10mg tablet
1141192774	zenoxone 1% aqueous cream
1141192776	adefovir
1141192782	hepsera 10mg tablet
1141192786	numark non-drowsy allergy relief 10mg tablet
1141192798	valdecoxib
1141192804	bextra 10mg tablet
1141192808	bextra 20mg tablet
1141192812	bextra 40mg tablet
1141192820	nizoral dandruff 20mg/ml shampoo
1141192822	nizoral anti-dandruff 20mg/ml shampoo
1141192874	ethinylestradiol+norelgestromin 600mcg/6mg transdermal patch
1141192876	evra transdermal patch
1141192916	rino clenil 50micrograms nasal spray
1141192946	pennsaid 16mg/ml cutaneous solution
1141192990	morphgesic sr 10mg m/r tablet
1141192992	morphgesic sr 30mg m/r tablet
1141192994	morphgesic sr 60mg m/r tablet
1141192996	morphgesic sr 100mg m/r tablet
1141193004	rhotard sr 10mg m/r tablet
1141193006	rhotard sr 30mg m/r tablet
1141193008	rhotard sr 60mg m/r tablet
1141193010	rhotard sr 100mg m/r tablet
1141193056	dandrazol 2% shampoo
1141193072	dandrazol antidandruff 2% shampoo
1141193110	dolasetron
1141193128	anzemet 50mg tablet
1141193140	evening primrose oil 20% cream
1141193142	gamolenic acid 20% cream
1141193146	gammaderm cream
1141193152	oxynorm 10mg/ml injection solution 1ml ampoule
1141193170	eccoxolac 300mg capsule
1141193210	day nurse capsule
1141193224	oxynorm 10mg/ml injection solution 2ml ampoule
1141193226	oxynorm 20mg/2ml injection solution ampoule
1141193228	oxynorm 10mg/1ml injection solution ampoule
1141193272	testogel 50mg gel 5g sachet
1141193276	pepcidtwo chewable indigestion tablet
1141193282	olmesartan
1141193290	lyrinel xl 5mg m/r tablet
1141193316	femtab sequi tablet
1141193318	femtab continuous tablet
1141193320	femtab 1mg tablet
1141193346	olmetec 10mg tablet
1141193430	miglustat
1141193434	zavesca 100mg capsule
1141193808	colomycin 2million units injection (pdr for recon)
1141193810	colistimethate sodium 2million units inj (pdr for recon)
1141193888	hayleve 4mg tablet
1141194026	fuzeon 90mg/ml injection (pdr for recon)+solvent
1141194062	enfuvirtide
1141194224	allergy relief antihistamine 4mg tablet
1141194228	numark hayfever and allergy relief 10mg tablet
1141194296	lemsip flu 12hr ibuprofen+pseudoephedrine capsule
1141194372	doxadura 1mg tablet
1141194380	galpharm single dose thrush treatment 150mg capsule
1141194386	telfast 30 tablet
1141194794	bendroflumethiazide
1141194800	bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet
1141194804	nadolol+bendroflumethiazide 40mg/5mg tablet
1141194808	timolol maleate+bendroflumethiazide 10mg/2.5mg tablet
1141194810	atenolol+bendroflumethiazide
1141194840	hydrocortisone+lidocaine
1141194852	dicycloverine
1141194946	oilatum fragrance free junior liquid bath additive
1141194948	vantage pharmacy sleep aid 50mg tablet
1141195024	betanidine
1141195032	somavert 10mg injection (pdr for recon)+solvent
1141195034	salinum sugar free oral solution
1141195044	hydroxycarbamide
1141195062	striant sr 30mg muco-adhesive buccal tablet
1141195068	erythrosine 6mg tablet
1141195070	ceplac 6mg tablet
1141195072	amoxident 250mg capsule
1141195074	amoxident 500mg capsule
1141195112	sulfaguanidine
1141195128	pegvisomant
1141195196	ranzolont 10mg tablet
1141195224	formoterol
1141195232	budesonide+formoterol
1141195254	triamterene+furosemide 50mg/40mg tablet
1141195258	furosemide+potassium 20mg/10mmol m/r tablet
1141195268	galsud 60mg tablet
1141195280	novolizer budesonide 200micrograms/dose cartridge+inhaler
1141195466	entrolax 5mg e/c tablet
1141195474	zerobase cream
1141195482	entrolax constipation relief 5mg e/c tablet
1141195570	reyataz 100mg capsule
1141195572	atazanavir 100mg capsule
1141195580	cidomycin adult injectable 80mg/2ml injection ampoule
1141195582	cidomycin adult injectable 80mg/2ml injection vial
1141195836	dermol cream
1141195842	dermol cream 100g
1141195844	dermol cream 500g
1141195974	aripiprazole
1141199380	tiloket 50mg capsule
1141199446	atomoxetine
1141199460	strattera 10mg capsule
1141199858	cardioplen xl 5mg m/r tablet
1141199916	galpharm heartburn relief 10mg e/c tablet
1141199940	lopace 2.5mg capsule
1141199942	tilolec 100mg/25mg m/r tablet
1141200004	pregabalin
1141200040	zocor heart-pro 10mg tablet
1141200072	lyrica 25mg capsule
1141200088	hirsutism preparations
1141200090	eflornithine
1141200092	eflornitine 11.5% cream
1141200094	vaniqa 11.5% cream
1141200096	vaniqa 11.5% cream 30g
1141200108	cymalon cranberry 1.5g/5ml liquid
1141200110	galsud 30mg/5ml linctus
1141200134	covonia cold & flu formula oral solution
1141200318	lyflex 5mg/5ml s/f oral solution
1141200322	solifenacin
1141200344	fosamprenavir
1141200354	fosamprenavir 700mg tablet
1141200364	telzir 700mg tablet
1141200376	unichem heartburn relief 10mg e/c tablet
1141200384	vesicare 5mg tablet
1141200390	oilatum fragrance free junior bath additive 250ml
1141200392	oilatum fragrance free junior bath additive 1 litre
1141200400	amlostin 5mg tablet
1141200438	imatinib 100mg tablet
1141200440	glivec 100mg tablet
1141200442	vantage pharmacy heartburn relief 10mg e/c tablet
1141200444	vantage fluconazole 150mg capsule
1141200446	mycophenolic acid 180mg gastro-resistant tablet
1141200450	myfortic 180mg gastro-resistant tablet
1141200458	denzapine 25mg tablet
1141200464	dulbalm cream
1141200466	dulbalm cream 25g
1141200470	acnocin 2000/35 tablet
1141200474	acorvio 2% cream
1141200476	acorvio 2% cream 20g
1141200478	acorvio 2% cream 45g
1141200482	fluprednidene
1141200484	fluprednidene + miconazole
1141200488	acorvio plus 2%/0.1% cream
1141200498	senokot hi-fibre lemon 3.5g/sachet s/f granules
1141200558	somnwell 707mg tablet
1141200564	duloxetine
1141200570	yentreve 20mg gastro-resistant capsule
1141200576	lemsip max sinus all night decongestant 0.05% nasal spray
1141200640	easyhaler salbutamol 100mcg breath-actuated dry powder inh
1141200652	care heartburn relief 10mg e/c tablet
1141200654	numark heartburn relief 10mg e/c tablet
1141200698	ranace 1.25mg capsule
1141200706	suprax 100mg/5ml paediatric suspension 50ml
1141200708	strontium product
1141200726	lisicostad hct 10/12.5mg tablet
1141200730	zemon 40xl 40mg m/r tablet
1141200736	galpharm flu strength all in one s/f oral solution
1141200748	care ibuprofen 10% gel
1141200754	paxoran 10mg tablet
1141200768	protelos 2g sachets
1141200782	neofel xl 5mg m/r tablet
1141200840	voriconazole 40mg/ml oral suspension
1141200842	vfend 40mg/ml oral suspension
1141200844	vfend 40mg/ml oral suspension 100ml
1141200872	oilatum junior bath formula liquid bath additive
1141200874	oilatum junior bath formula liquid bath additive 150ml
1141200876	oilatum junior bath formula liquid bath additive 300ml
1141200878	oilatum bath formula liquid bath additive
1141200880	oilatum bath formula liquid bath additive 150ml
1141200882	oilatum bath formula liquid bath additive 300ml
1141201038	valsartan+hydrochlorothiazide 80mg/12.5mg tablet
1141201040	co-diovan 80mg/12.5mg tablet
1141201098	care fluconazole 150mg capsule
1141201116	cough nurse night time oral liquid
1141201130	efalizumab
1141201134	raptiva 100mg/ml powder+solvent for injection solution
1141201174	medac lomustine 40mg capsule
1141201176	physeptone 50mg/2ml injection
1141201178	physeptone 50mg/1ml injection
1141201214	aviral 5% cream
1141201218	aviral 5% cream 2g
1141201232	vernagel granules
1141201244	eplerenone
1141201250	inspra 25mg tablet
1141201306	fibrazate xl 400mg m/r tablet
1141201310	vantage pharmacy constipation relief 5mg e/c tablet
1141201316	dermablend leg and body buff cover cream
1141201318	dermablend leg and body caramel cover cream
1141201320	dermablend leg and body golden cover cream
1141201322	dermablend leg and body natural cover cream
1141201324	dermablend leg and body sand cover cream
1141201326	dermablend leg and body buff cover cream 64g
1141201328	dermablend leg and body caramel cover cream 64g
